layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.7/m.1/m.1.1/attn/MatMul_1,MatMul,/model.7/m.1/m.1.1/attn/MatMul_1_output_0,9.8889,3.5043,2.822,1.9,3.0757
/model.2/m.0/cv1/act/Mul,Mul,/model.2/m.0/cv1/act/Mul_output_0,5.198,2.2833,2.276,2.7,3.0722
/model.21/conv/Conv,Conv,/model.21/conv/Conv_output_0,6.6851,3.3354,2.004,3.4,3.0551
/model.5/experts.2/conv/conv.3/Conv,Conv,/model.5/experts.2/conv/conv.3/Conv_output_0,5.5284,3.2582,1.697,4.6,3.0018
/model.17/m.0/m/m.1/Add,Add,/model.17/m.0/m/m.1/Add_output_0,14.7012,8.3233,1.766,4.0,2.9747
/model.5/experts.1/conv/conv.3/Conv,Conv,/model.5/experts.1/conv/conv.3/Conv_output_0,5.429,3.0785,1.764,4.1,2.9719
/model.2/m.0/cv2/conv/Conv,Conv,/model.2/m.0/cv2/conv/Conv_output_0,12.1097,5.5059,2.199,2.6,2.9427
/model.5/routing/router/router.3/Conv,Conv,/model.5/routing/router/router.3/Conv_output_0,6.4906,5.3466,1.214,9.1,2.9103
/model.24/Concat_2,Concat,/model.24/Concat_2_output_0,13.2605,12.2979,1.078,12.1,2.9086
/model.14/m.0/cv1/conv/Conv,Conv,/model.14/m.0/cv1/conv/Conv_output_0,6.3255,3.2215,1.964,3.1,2.8586
/model.7/m.1/m.1.0/Add_1,Add,/model.7/m.1/m.1.0/Add_1_output_0,13.9735,7.4869,1.866,3.3,2.8578
/model.7/m.1/m.1.1/attn/MatMul,MatMul,/model.7/m.1/m.1.1/attn/MatMul_output_0,123.2651,47.0669,2.619,1.7,2.8559
/model.17/m.0/m/m.0/Add,Add,/model.17/m.0/m/m.0/Add_output_0,6.3726,3.2519,1.96,3.1,2.8466
/model.17/m.0/m/m.0/cv1/act/Mul,Mul,/model.17/m.0/m/m.0/cv1/act/Mul_output_0,7.1801,3.3516,2.142,2.6,2.8301
/model.23/m.0/cv1/conv/Conv,Conv,/model.23/m.0/cv1/conv/Conv_output_0,5.8848,3.499,1.682,4.0,2.7927
/model.10/m.0/m.0.1/attn/MatMul_1,MatMul,/model.10/m.0/m.0.1/attn/MatMul_1_output_0,7.3261,3.4186,2.143,2.5,2.7915
/model.17/m.0/cv1/conv/Conv,Conv,/model.17/m.0/cv1/conv/Conv_output_0,4.0676,2.3028,1.766,3.6,2.7765
/model.24/cv3.0/cv3.0.2/Conv,Conv,/model.24/cv3.0/cv3.0.2/Conv_output_0,59.5433,32.816,1.814,3.1,2.772
/model.7/m.1/m.1.1/attn/Mul,Mul,/model.7/m.1/m.1.1/attn/Mul_output_0,21.7904,8.3203,2.619,1.7,2.7711
/model.17/m.0/m/m.1/cv1/act/Mul,Mul,/model.17/m.0/m/m.1/cv1/act/Mul_output_0,6.9598,3.8944,1.787,3.4,2.7499
/model.17/m.0/m/m.0/cv1/conv/Conv,Conv,/model.17/m.0/m/m.0/cv1/conv/Conv_output_0,8.6614,4.5293,1.912,2.9,2.7401
/model.10/m.1/m.1.0/attn/MatMul_1,MatMul,/model.10/m.1/m.1.0/attn/MatMul_1_output_0,7.8977,3.9475,2.001,2.7,2.7373
/model.17/m.0/m/m.1/cv2/act/Mul,Mul,/model.17/m.0/m/m.1/cv2/act/Mul_output_0,11.3817,6.9718,1.633,3.8,2.6983
/model.17/m.0/cv2/conv/Conv,Conv,/model.17/m.0/cv2/conv/Conv_output_0,9.4067,4.8989,1.92,2.7,2.6142
/model.7/m.0/m.0.0/attn/MatMul_1,MatMul,/model.7/m.0/m.0.0/attn/MatMul_1_output_0,7.0264,3.7587,1.869,2.8,2.5906
/model.24/cv2.2/cv2.2.0/conv/Conv,Conv,/model.24/cv2.2/cv2.2.0/conv/Conv_output_0,5.3228,3.1259,1.703,3.2,2.5419
/model.17/m.0/cv3/conv/Conv,Conv,/model.17/m.0/cv3/conv/Conv_output_0,8.4701,4.6083,1.838,2.7,2.5343
/model.24/cv3.2/cv3.2.0/cv3.2.0.1/conv/Conv,Conv,/model.24/cv3.2/cv3.2.0/cv3.2.0.1/conv/Conv_output_0,4.7454,3.126,1.518,3.8,2.4825
/model.17/m.0/m/m.1/cv2/conv/Conv,Conv,/model.17/m.0/m/m.1/cv2/conv/Conv_output_0,11.3818,7.0764,1.608,3.1,2.3986
/model.24/cv3.2/cv3.2.1/cv3.2.1.1/act/Mul,Mul,/model.24/cv3.2/cv3.2.1/cv3.2.1.1/act/Mul_output_0,3.9154,2.9788,1.314,4.6,2.3471
/model.23/m.0/m/m.0/cv1/conv/Conv,Conv,/model.23/m.0/m/m.0/cv1/conv/Conv_output_0,5.1486,3.4816,1.479,3.6,2.3387
/model.8/routing/router/router.5/Mul,Mul,/model.8/routing/router/router.5/Mul_output_0,1.848,1.6829,1.098,6.8,2.3125
/model.5/routing/router/router.5/Mul,Mul,/model.5/routing/router/router.5/Mul_output_0,1.4656,1.2613,1.162,5.5,2.2195
/model.24/cv2.2/cv2.2.1/conv/Conv,Conv,/model.24/cv2.2/cv2.2.1/conv/Conv_output_0,5.1817,3.3146,1.563,2.8,2.1774
/model.23/m.0/m/m.1/cv1/conv/Conv,Conv,/model.23/m.0/m/m.1/cv1/conv/Conv_output_0,5.5327,3.5724,1.549,2.8,2.1773
/model.17/m.0/m/m.1/cv1/conv/Conv,Conv,/model.17/m.0/m/m.1/cv1/conv/Conv_output_0,6.9664,4.0867,1.705,2.3,2.1589
/model.23/m.0/m/m.0/cv2/conv/Conv,Conv,/model.23/m.0/m/m.0/cv2/conv/Conv_output_0,4.8208,3.411,1.413,3.3,2.1383
