epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,train/foundation_p3_loss,train/foundation_p4_loss,train/foundation_p5_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
161,29698.8,1.409,1.72456,0.01815,1.0001,11.9391,0.63632,0.53509,0.586,0.39328,1.34307,1.48407,0.02149,0,0,11.9391,0,11.9391,0,0.0622443,0.193226,3.00161,3.00161,0,1,12.623,12.6268,10.5676,0.00604,0.00604,0.00604,0.00302,0.01208
162,29883.3,1.42071,1.7246,0.01819,0.99985,11.9121,0.63848,0.53339,0.58683,0.39392,1.34217,1.48203,0.02147,0,0,11.9121,0,11.9121,0,0.0621033,0.192181,3.00161,3.00161,0,1,12.5979,12.6049,10.5336,0.00601525,0.00601525,0.00601525,0.00300762,0.0120305
163,30065.6,1.4151,1.72722,0.01829,1.00002,11.9203,0.64228,0.53328,0.58788,0.39467,1.34169,1.47997,0.02147,0,0,11.9203,0,11.9203,0,0.0621439,0.192408,3.00161,3.00161,0,1,12.5987,12.6115,10.5508,0.0059905,0.0059905,0.0059905,0.00299525,0.011981
164,30247.7,1.41519,1.72262,0.0182,0.99983,11.9226,0.64076,0.53422,0.58916,0.39574,1.3414,1.47765,0.02147,0,0,11.9226,0,11.9226,0,0.0621546,0.192788,3.00161,3.00161,0,1,12.6095,12.6164,10.5419,0.00596575,0.00596575,0.00596575,0.00298288,0.0119315
165,30430.5,1.41922,1.72352,0.01818,0.99998,11.9263,0.63985,0.53641,0.59012,0.3966,1.33976,1.47686,0.02145,0,0,11.9263,0,11.9263,0,0.0621758,0.192805,3.00161,3.00161,0,1,12.6241,12.5984,10.5564,0.005941,0.005941,0.005941,0.0029705,0.011882
166,30613.2,1.40395,1.7246,0.01814,1.00005,11.9645,0.6369,0.53848,0.59133,0.39782,1.33839,1.47562,0.02141,0,0,11.9645,0,11.9645,0,0.0623793,0.193817,3.00161,3.00161,0,1,12.6632,12.6341,10.5962,0.00591625,0.00591625,0.00591625,0.00295813,0.0118325
167,30795.7,1.4095,1.71638,0.01805,0.99998,11.9504,0.6361,0.54039,0.59212,0.39874,1.33897,1.47194,0.02143,0,0,11.9504,0,11.9504,0,0.0623014,0.19398,3.00161,3.00161,0,1,12.657,12.6363,10.5578,0.0058915,0.0058915,0.0058915,0.00294575,0.011783
168,30977.2,1.41604,1.72075,0.01817,1.00014,11.9154,0.64002,0.53994,0.59274,0.3993,1.33807,1.47041,0.02141,0,0,11.9154,0,11.9154,0,0.0621241,0.192722,3.00161,3.00161,0,1,12.6121,12.6049,10.529,0.00586675,0.00586675,0.00586675,0.00293338,0.0117335
169,31159.4,1.41504,1.71532,0.01823,0.99977,11.8874,0.64319,0.54053,0.59328,0.39989,1.33736,1.46863,0.0214,0,0,11.8874,0,11.8874,0,0.0619712,0.192212,3.00161,3.00161,0,1,12.5876,12.5808,10.494,0.005842,0.005842,0.005842,0.002921,0.011684
170,31340.9,1.40992,1.719,0.01801,0.99995,11.8567,0.64385,0.54057,0.59403,0.40071,1.33666,1.46676,0.02139,0,0,11.8567,0,11.8567,0,0.0618147,0.192162,3.00161,3.00161,0,1,12.551,12.5364,10.4826,0.00581725,0.00581725,0.00581725,0.00290863,0.0116345
171,31522.8,1.41699,1.71265,0.01807,0.99995,11.8431,0.64592,0.54094,0.59448,0.40119,1.3353,1.46529,0.02136,0,0,11.8431,0,11.8431,0,0.0617404,0.191681,3.00161,3.00161,0,1,12.5367,12.532,10.4607,0.0057925,0.0057925,0.0057925,0.00289625,0.011585
172,31704.1,1.41323,1.70436,0.01799,0.99998,11.8262,0.64909,0.54034,0.59514,0.40181,1.33442,1.46373,0.02134,0,0,11.8262,0,11.8262,0,0.0616533,0.192322,3.00161,3.00161,0,1,12.5127,12.5233,10.4424,0.00576775,0.00576775,0.00576775,0.00288388,0.0115355
173,31885.9,1.40611,1.71159,0.018,0.99998,11.8827,0.65093,0.53931,0.59575,0.40233,1.33324,1.46299,0.02132,0,0,11.8827,0,11.8827,0,0.0619482,0.192945,3.00161,3.00161,0,1,12.5859,12.559,10.5032,0.005743,0.005743,0.005743,0.0028715,0.011486
174,32068.1,1.41549,1.71176,0.01815,1.00012,11.8648,0.65049,0.53962,0.59645,0.40289,1.33265,1.46143,0.0213,0,0,11.8648,0,11.8648,0,0.0618541,0.192013,3.00161,3.00161,0,1,12.5486,12.5715,10.4742,0.00571825,0.00571825,0.00571825,0.00285913,0.0114365
175,32249.6,1.40853,1.70501,0.01801,0.99988,11.8423,0.65389,0.53973,0.59736,0.40364,1.33132,1.46041,0.02126,0,0,11.8423,0,11.8423,0,0.0617423,0.192464,3.00161,3.00161,0,1,12.5389,12.5313,10.4565,0.0056935,0.0056935,0.0056935,0.00284675,0.011387
176,32431.3,1.40775,1.70854,0.01797,1.00002,11.8617,0.64797,0.54344,0.59836,0.40441,1.33104,1.45784,0.02125,0,0,11.8617,0,11.8617,0,0.0618416,0.192802,3.00161,3.00161,0,1,12.541,12.5376,10.5065,0.00566875,0.00566875,0.00566875,0.00283438,0.0113375
177,32612.6,1.4156,1.70173,0.01808,0.99981,11.8271,0.65267,0.54154,0.59943,0.40555,1.32947,1.45688,0.02122,0,0,11.8271,0,11.8271,0,0.0616607,0.191922,3.00161,3.00161,0,1,12.514,12.5188,10.4486,0.005644,0.005644,0.005644,0.002822,0.011288
178,32795.1,1.41578,1.69608,0.01795,1.00014,11.8245,0.65194,0.54319,0.60019,0.4061,1.3286,1.4557,0.02119,0,0,11.8245,0,11.8245,0,0.0616422,0.192237,3.00161,3.00161,0,1,12.5093,12.5057,10.4585,0.00561925,0.00561925,0.00561925,0.00280963,0.0112385
179,32977.6,1.40655,1.68564,0.01801,1.00003,11.8216,0.6503,0.54416,0.60065,0.40657,1.32794,1.45387,0.02118,0,0,11.8216,0,11.8216,0,0.0616358,0.193169,3.00161,3.00161,0,1,12.5091,12.5025,10.4532,0.0055945,0.0055945,0.0055945,0.00279725,0.011189
180,33159.1,1.40226,1.69088,0.01803,0.99986,11.7858,0.65311,0.54186,0.60098,0.40677,1.32587,1.45379,0.02114,0,0,11.7858,0,11.7858,0,0.0614454,0.192322,3.00161,3.00161,0,1,12.4684,12.4771,10.4118,0.00556975,0.00556975,0.00556975,0.00278488,0.0111395
181,33341.3,1.4016,1.70174,0.01791,1.00006,11.8284,0.65773,0.54006,0.60176,0.40734,1.32552,1.45097,0.02112,0,0,11.8284,0,11.8284,0,0.0616612,0.192594,3.00161,3.00161,0,1,12.4913,12.5227,10.4711,0.005545,0.005545,0.005545,0.0027725,0.01109
182,33523.7,1.40761,1.69672,0.01795,0.99999,11.7676,0.65987,0.54342,0.60243,0.40814,1.32501,1.44844,0.02111,0,0,11.7676,0,11.7676,0,0.0613507,0.191303,3.00161,3.00161,0,1,12.4412,12.4547,10.407,0.00552025,0.00552025,0.00552025,0.00276012,0.0110405
183,33705.1,1.40125,1.68799,0.018,0.99988,11.7987,0.66619,0.54026,0.60349,0.40878,1.32378,1.44682,0.0211,0,0,11.7987,0,11.7987,0,0.0615123,0.192642,3.00161,3.00161,0,1,12.467,12.4908,10.4384,0.0054955,0.0054955,0.0054955,0.00274775,0.010991
184,33888,1.40262,1.68616,0.01785,1.00012,11.7597,0.66323,0.54368,0.60435,0.40939,1.32292,1.44518,0.02107,0,0,11.7597,0,11.7597,0,0.0613096,0.192144,3.00161,3.00161,0,1,12.4546,12.4496,10.3749,0.00547075,0.00547075,0.00547075,0.00273537,0.0109415
185,34069.3,1.39548,1.68335,0.01781,0.99991,11.7798,0.66094,0.54564,0.60497,0.41017,1.32245,1.44238,0.02106,0,0,11.7798,0,11.7798,0,0.0614129,0.192863,3.00161,3.00161,0,1,12.4656,12.4628,10.4108,0.005446,0.005446,0.005446,0.002723,0.010892
186,34255.2,1.40162,1.68518,0.01782,0.99996,11.7776,0.66236,0.54635,0.60578,0.41108,1.32238,1.44004,0.02105,0,0,11.7776,0,11.7776,0,0.0614029,0.192436,3.00161,3.00161,0,1,12.456,12.4687,10.4081,0.00542125,0.00542125,0.00542125,0.00271062,0.0108425
187,34441.3,1.40655,1.68204,0.01792,1.00013,11.7474,0.66623,0.5458,0.6067,0.41199,1.32168,1.43856,0.02103,0,0,11.7473,0,11.7473,0,0.0612439,0.191659,3.00161,3.00161,0,1,12.4186,12.4383,10.3852,0.0053965,0.0053965,0.0053965,0.00269825,0.010793
188,34624.6,1.39421,1.6825,0.01781,0.99983,11.7748,0.66767,0.54607,0.60731,0.41237,1.32122,1.43689,0.02103,0,0,11.7748,0,11.7748,0,0.0613818,0.192775,3.00161,3.00161,0,1,12.4511,12.449,10.4242,0.00537175,0.00537175,0.00537175,0.00268587,0.0107435
189,34807.4,1.3952,1.68548,0.01782,0.99992,11.7202,0.6738,0.54364,0.60817,0.41321,1.32115,1.43392,0.02103,0,0,11.7202,0,11.7202,0,0.0611045,0.191653,3.00161,3.00161,0,1,12.4062,12.3849,10.3695,0.005347,0.005347,0.005347,0.0026735,0.010694
190,34989.2,1.39185,1.67992,0.01779,1.0001,11.7503,0.67243,0.54726,0.60927,0.41425,1.32101,1.43121,0.02103,0,0,11.7503,0,11.7503,0,0.0612574,0.192829,3.00161,3.00161,0,1,12.427,12.4344,10.3896,0.00532225,0.00532225,0.00532225,0.00266113,0.0106445
191,35171.1,1.39677,1.66875,0.01774,1.00001,11.7208,0.67388,0.54602,0.61042,0.41496,1.32053,1.42898,0.02102,0,0,11.7208,0,11.7208,0,0.0611028,0.192446,3.00161,3.00161,0,1,12.3993,12.4045,10.3585,0.0052975,0.0052975,0.0052975,0.00264875,0.010595
192,35353.3,1.39624,1.675,0.01775,0.99972,11.7096,0.67371,0.54768,0.61126,0.4155,1.31998,1.42689,0.02099,0,0,11.7096,0,11.7096,0,0.0610431,0.192064,3.00161,3.00161,0,1,12.3807,12.3863,10.3619,0.00527275,0.00527275,0.00527275,0.00263637,0.0105455
193,35535.7,1.39556,1.67755,0.01781,1.00006,11.7148,0.67557,0.54821,0.61193,0.41613,1.31901,1.42557,0.02097,0,0,11.7148,0,11.7148,0,0.0610768,0.191962,3.00161,3.00161,0,1,12.4017,12.3786,10.3642,0.005248,0.005248,0.005248,0.002624,0.010496
194,35717.7,1.39145,1.67414,0.01778,1,11.6997,0.67318,0.54927,0.61254,0.41672,1.31831,1.42358,0.02095,0,0,11.6997,0,11.6997,0,0.0609996,0.192115,3.00161,3.00161,0,1,12.3868,12.3825,10.3299,0.00522325,0.00522325,0.00522325,0.00261163,0.0104465
195,35899.9,1.40048,1.66774,0.0179,0.99989,11.7076,0.66894,0.55188,0.61303,0.41713,1.31788,1.4216,0.02094,0,0,11.7076,0,11.7076,0,0.0610344,0.191861,3.00161,3.00161,0,1,12.379,12.4071,10.3368,0.0051985,0.0051985,0.0051985,0.00259925,0.010397
196,36082.9,1.39834,1.66837,0.01775,1.00011,11.6707,0.67053,0.5517,0.61425,0.41761,1.31733,1.42033,0.02092,0,0,11.6707,0,11.6707,0,0.0608398,0.191383,3.00161,3.00161,0,1,12.3475,12.3601,10.3044,0.00517375,0.00517375,0.00517375,0.00258687,0.0103475
197,36265,1.38454,1.66165,0.01768,1.00004,11.7015,0.67161,0.55042,0.61492,0.41809,1.31574,1.41992,0.02088,0,0,11.7015,0,11.7015,0,0.0610032,0.19296,3.00161,3.00161,0,1,12.369,12.3957,10.3399,0.005149,0.005149,0.005149,0.0025745,0.010298
198,36448.2,1.38827,1.65915,0.01759,0.99989,11.6899,0.6722,0.55031,0.61596,0.41867,1.31563,1.41738,0.02088,0,0,11.6899,0,11.6899,0,0.0609432,0.192867,3.00161,3.00161,0,1,12.3697,12.3674,10.3325,0.00512425,0.00512425,0.00512425,0.00256213,0.0102485
199,36631.5,1.38928,1.65943,0.01757,1.00007,11.6633,0.67153,0.55273,0.61681,0.41952,1.31432,1.41579,0.02084,0,0,11.6633,0,11.6633,0,0.0608054,0.192263,3.00161,3.00161,0,1,12.3519,12.3452,10.2926,0.0050995,0.0050995,0.0050995,0.00254975,0.010199
200,36813.9,1.39005,1.66275,0.01774,0.99992,11.6986,0.67227,0.55345,0.61775,0.42019,1.31395,1.41377,0.02083,0,0,11.6986,0,11.6986,0,0.0609885,0.192618,3.00161,3.00161,0,1,12.3693,12.3881,10.3383,0.00507475,0.00507475,0.00507475,0.00253737,0.0101495
201,36996.5,1.39348,1.6535,0.01772,1.00007,11.6832,0.67107,0.55394,0.61825,0.42075,1.31306,1.41234,0.02082,0,0,11.6832,0,11.6832,0,0.0609061,0.192541,3.00161,3.00161,0,1,12.3559,12.3632,10.3304,0.00505,0.00505,0.00505,0.002525,0.0101
202,37179.7,1.38624,1.65329,0.01768,1.00002,11.6639,0.67177,0.55307,0.61841,0.42091,1.31329,1.4104,0.02083,0,0,11.6639,0,11.6639,0,0.0608098,0.192588,3.00161,3.00161,0,1,12.3456,12.3454,10.3008,0.00502525,0.00502525,0.00502525,0.00251263,0.0100505
203,37362.7,1.38831,1.66324,0.01763,0.99986,11.6532,0.67365,0.55519,0.61917,0.42145,1.31231,1.40992,0.0208,0,0,11.6532,0,11.6532,0,0.0607545,0.191793,3.00161,3.00161,0,1,12.3246,12.3422,10.2928,0.0050005,0.0050005,0.0050005,0.00250025,0.010001
204,37546.5,1.3851,1.64614,0.01768,0.99993,11.6588,0.6732,0.55774,0.62008,0.422,1.31151,1.40829,0.02077,0,0,11.6588,0,11.6588,0,0.0607832,0.192804,3.00161,3.00161,0,1,12.3367,12.3248,10.315,0.00497575,0.00497575,0.00497575,0.00248788,0.0099515
205,37729.6,1.38602,1.65332,0.01764,1.0001,11.6445,0.6751,0.55944,0.62072,0.42252,1.31111,1.4067,0.02077,0,0,11.6445,0,11.6445,0,0.0607088,0.192103,3.00161,3.00161,0,1,12.3078,12.3172,10.3086,0.004951,0.004951,0.004951,0.0024755,0.009902
206,37912.6,1.37971,1.65087,0.01748,0.99989,11.6199,0.67571,0.5591,0.62114,0.42303,1.31119,1.40447,0.02078,0,0,11.6199,0,11.6199,0,0.0605792,0.192243,3.00161,3.00161,0,1,12.29,12.3053,10.2644,0.00492625,0.00492625,0.00492625,0.00246313,0.0098525
207,38097,1.39178,1.64824,0.01764,0.9999,11.6546,0.67492,0.56278,0.62221,0.42382,1.31115,1.40213,0.02077,0,0,11.6546,0,11.6546,0,0.0607591,0.192199,3.00161,3.00161,0,1,12.3147,12.3458,10.3031,0.0049015,0.0049015,0.0049015,0.00245075,0.009803
208,38280.6,1.38187,1.63819,0.01753,1.0001,11.6236,0.67421,0.56334,0.62241,0.42406,1.30966,1.40208,0.02075,0,0,11.6236,0,11.6236,0,0.0605982,0.19286,3.00161,3.00161,0,1,12.2927,12.3095,10.2685,0.00487675,0.00487675,0.00487675,0.00243838,0.0097535
209,38465.6,1.37987,1.63791,0.01752,1.00007,11.6566,0.67722,0.56276,0.62281,0.42443,1.30974,1.39979,0.02076,0,0,11.6566,0,11.6566,0,0.0607708,0.193475,3.00161,3.00161,0,1,12.3257,12.3537,10.2903,0.004852,0.004852,0.004852,0.002426,0.009704
210,38651.5,1.3861,1.64864,0.01761,0.99992,11.6243,0.68078,0.56285,0.6237,0.42482,1.30971,1.39721,0.02075,0,0,11.6243,0,11.6243,0,0.0606041,0.191838,3.00161,3.00161,0,1,12.2859,12.314,10.2729,0.00482725,0.00482725,0.00482725,0.00241362,0.0096545
211,38836.8,1.37932,1.6402,0.01756,1.00016,11.6312,0.68113,0.56245,0.6241,0.42543,1.30937,1.39566,0.02073,0,0,11.6312,0,11.6312,0,0.0606372,0.19269,3.00161,3.00161,0,1,12.3056,12.3113,10.2766,0.0048025,0.0048025,0.0048025,0.00240125,0.009605
212,39022.9,1.3853,1.63927,0.01758,0.99994,11.5917,0.68239,0.563,0.62469,0.42571,1.3087,1.39455,0.02071,0,0,11.5917,0,11.5917,0,0.0604316,0.191648,3.00161,3.00161,0,1,12.2495,12.2752,10.2505,0.00477775,0.00477775,0.00477775,0.00238888,0.0095555
213,39207.6,1.39128,1.64472,0.0175,0.99993,11.6387,0.67966,0.56538,0.62512,0.42597,1.3078,1.394,0.0207,0,0,11.6387,0,11.6387,0,0.0606791,0.192149,3.00161,3.00161,0,1,12.3262,12.3165,10.2732,0.004753,0.004753,0.004753,0.0023765,0.009506
214,39391.5,1.37902,1.63481,0.01752,0.99981,11.581,0.68364,0.56172,0.62561,0.42654,1.30733,1.39232,0.02069,0,0,11.581,0,11.581,0,0.0603797,0.192252,3.00161,3.00161,0,1,12.2578,12.2525,10.2328,0.00472825,0.00472825,0.00472825,0.00236413,0.0094565
215,39576.2,1.37953,1.62842,0.0174,1.00017,11.5658,0.68672,0.56163,0.62634,0.42692,1.30702,1.39055,0.02069,0,0,11.5658,0,11.5658,0,0.0602953,0.192444,3.00161,3.00161,0,1,12.2326,12.2521,10.2127,0.0047035,0.0047035,0.0047035,0.00235175,0.009407
216,39760.8,1.37517,1.63587,0.01755,1.00002,11.5773,0.6857,0.56181,0.62681,0.42747,1.30548,1.39071,0.02066,0,0,11.5773,0,11.5773,0,0.0603576,0.192322,3.00161,3.00161,0,1,12.2545,12.2575,10.2199,0.00467875,0.00467875,0.00467875,0.00233938,0.0093575
217,39945.2,1.38559,1.63933,0.01745,0.99992,11.5519,0.68585,0.56313,0.6268,0.42756,1.30541,1.38957,0.02065,0,0,11.5519,0,11.5519,0,0.0602272,0.191075,3.00161,3.00161,0,1,12.2111,12.2351,10.2095,0.004654,0.004654,0.004654,0.002327,0.009308
218,40128.5,1.37202,1.63664,0.01739,1.00012,11.7231,0.69265,0.55624,0.62724,0.42804,1.30493,1.3887,0.02064,0,0,11.7231,0,11.7231,0,0.0611174,0.194721,3.00161,3.00161,0,1,12.4382,12.4111,10.3199,0.00462925,0.00462925,0.00462925,0.00231463,0.0092585
219,40312.4,1.37521,1.62551,0.01746,0.99993,11.5423,0.69425,0.5565,0.62825,0.42886,1.3046,1.38712,0.02064,0,0,11.5423,0,11.5423,0,0.0601721,0.192067,3.00161,3.00161,0,1,12.2066,12.2219,10.1984,0.0046045,0.0046045,0.0046045,0.00230225,0.009209
220,40495.5,1.3699,1.61962,0.01741,1.00015,11.5427,0.69869,0.55469,0.62905,0.42941,1.30497,1.38462,0.02064,0,0,11.5427,0,11.5427,0,0.0601783,0.192884,3.00161,3.00161,0,1,12.2092,12.2124,10.2064,0.00457975,0.00457975,0.00457975,0.00228988,0.0091595
221,40677.7,1.37599,1.62484,0.01744,0.99986,11.5367,0.69738,0.55857,0.62913,0.42944,1.30397,1.38381,0.02062,0,0,11.5367,0,11.5367,0,0.0601476,0.192017,3.00161,3.00161,0,1,12.2076,12.2156,10.1868,0.004555,0.004555,0.004555,0.0022775,0.00911
222,40859.6,1.38136,1.62853,0.01737,1,11.5588,0.69639,0.5594,0.62983,0.43005,1.303,1.38327,0.0206,0,0,11.5588,0,11.5588,0,0.0602609,0.191638,3.00161,3.00161,0,1,12.2204,12.2405,10.2155,0.00453025,0.00453025,0.00453025,0.00226513,0.0090605
223,41042.3,1.36707,1.61641,0.01727,0.99994,11.5261,0.6969,0.56208,0.63133,0.43092,1.30208,1.38257,0.02058,0,0,11.5261,0,11.5261,0,0.060089,0.192703,3.00161,3.00161,0,1,12.1817,12.2114,10.1852,0.0045055,0.0045055,0.0045055,0.00225275,0.009011
224,41224.4,1.37644,1.60974,0.01735,1,11.5139,0.69834,0.56343,0.63214,0.43163,1.3016,1.38107,0.02057,0,0,11.5139,0,11.5139,0,0.0600256,0.192217,3.00161,3.00161,0,1,12.162,12.2016,10.178,0.00448075,0.00448075,0.00448075,0.00224038,0.0089615
225,41407.1,1.36305,1.6186,0.01723,0.99994,11.5096,0.69793,0.56224,0.63291,0.43229,1.30125,1.37891,0.02058,0,0,11.5096,0,11.5096,0,0.0600037,0.192556,3.00161,3.00161,0,1,12.1749,12.173,10.181,0.004456,0.004456,0.004456,0.002228,0.008912
226,41588.6,1.37394,1.62374,0.01733,0.99998,11.4906,0.69664,0.56461,0.63372,0.43278,1.30071,1.37786,0.02056,0,0,11.4906,0,11.4906,0,0.0599038,0.191109,3.00161,3.00161,0,1,12.1505,12.1653,10.1561,0.00443125,0.00443125,0.00443125,0.00221563,0.0088625
227,41771.6,1.37117,1.61435,0.0173,1.00013,11.5058,0.69726,0.56507,0.63402,0.43301,1.29956,1.37782,0.02053,0,0,11.5058,0,11.5058,0,0.059984,0.192076,3.00161,3.00161,0,1,12.1717,12.1833,10.1625,0.0044065,0.0044065,0.0044065,0.00220325,0.008813
228,41953,1.36471,1.60852,0.01734,1.00006,11.5149,0.69704,0.56507,0.63442,0.43346,1.29899,1.37635,0.02052,0,0,11.5149,0,11.5149,0,0.0600308,0.192786,3.00161,3.00161,0,1,12.1804,12.2001,10.1642,0.00438175,0.00438175,0.00438175,0.00219088,0.0087635
229,42137.6,1.36819,1.60764,0.01728,0.99989,11.4848,0.69772,0.56608,0.63477,0.43377,1.29834,1.37569,0.02051,0,0,11.4847,0,11.4847,0,0.0598733,0.192163,3.00161,3.00161,0,1,12.1402,12.1761,10.1379,0.004357,0.004357,0.004357,0.0021785,0.008714
230,42319.9,1.3737,1.60776,0.01731,1.00008,11.4569,0.69624,0.5669,0.63545,0.43414,1.29791,1.3745,0.02049,0,0,11.4569,0,11.4569,0,0.0597275,0.191169,3.00161,3.00161,0,1,12.1034,12.1438,10.1235,0.00433225,0.00433225,0.00433225,0.00216613,0.0086645
231,42503.8,1.36488,1.61186,0.01727,0.9999,11.4671,0.69506,0.57014,0.63634,0.43472,1.29781,1.37248,0.02048,0,0,11.4671,0,11.4671,0,0.0597858,0.1916,3.00161,3.00161,0,1,12.1142,12.1639,10.1232,0.0043075,0.0043075,0.0043075,0.00215375,0.008615
232,42685.5,1.36745,1.61256,0.01725,1.00003,11.4644,0.69642,0.57179,0.6368,0.4353,1.29643,1.37272,0.02045,0,0,11.4644,0,11.4644,0,0.059764,0.191468,3.00161,3.00161,0,1,12.1177,12.1564,10.119,0.00428275,0.00428275,0.00428275,0.00214138,0.0085655
233,42867.2,1.35925,1.59488,0.01727,0.99992,11.4888,0.69668,0.57339,0.63742,0.43578,1.29571,1.37175,0.02044,0,0,11.4888,0,11.4888,0,0.0598957,0.193404,3.00161,3.00161,0,1,12.1574,12.1656,10.1434,0.004258,0.004258,0.004258,0.002129,0.008516
234,43049.4,1.37074,1.59876,0.01721,0.99998,11.4376,0.69798,0.57383,0.63822,0.43633,1.29611,1.36935,0.02045,0,0,11.4376,0,11.4376,0,0.0596255,0.191406,3.00161,3.00161,0,1,12.1037,12.1134,10.0956,0.00423325,0.00423325,0.00423325,0.00211663,0.0084665
235,43234.3,1.36618,1.60277,0.01735,0.99999,11.5026,0.69756,0.57358,0.63861,0.43655,1.29662,1.36673,0.02045,0,0,11.5026,0,11.5026,0,0.0599647,0.192572,3.00161,3.00161,0,1,12.1841,12.1882,10.1355,0.0042085,0.0042085,0.0042085,0.00210425,0.008417
236,43418.6,1.36394,1.5894,0.01724,1.00001,11.4243,0.69768,0.57395,0.63879,0.4366,1.29699,1.36444,0.02046,0,0,11.4242,0,11.4242,0,0.0595587,0.19223,3.00161,3.00161,0,1,12.0856,12.0973,10.0899,0.00418375,0.00418375,0.00418375,0.00209187,0.0083675
237,43603.6,1.35959,1.59901,0.01713,1.00011,11.4037,0.69982,0.57534,0.63929,0.43724,1.29581,1.36428,0.02044,0,0,11.4036,0,11.4036,0,0.0594524,0.191563,3.00161,3.00161,0,1,12.0574,12.0754,10.0782,0.004159,0.004159,0.004159,0.0020795,0.008318
238,43788.6,1.35694,1.58027,0.01717,0.99994,11.4156,0.70113,0.57579,0.6394,0.43748,1.29538,1.36353,0.02043,0,0,11.4156,0,11.4156,0,0.0595149,0.192967,3.00161,3.00161,0,1,12.0667,12.1024,10.0777,0.00413425,0.00413425,0.00413425,0.00206712,0.0082685
239,43971.5,1.36987,1.59756,0.01733,0.99993,11.4259,0.70233,0.576,0.63973,0.43787,1.29488,1.36224,0.02042,0,0,11.4259,0,11.4259,0,0.059566,0.191095,3.00161,3.00161,0,1,12.0837,12.1217,10.0722,0.0041095,0.0041095,0.0041095,0.00205475,0.008219
240,44156.5,1.3648,1.5895,0.01707,0.99997,11.3978,0.70348,0.57594,0.63995,0.43794,1.29383,1.36192,0.0204,0,0,11.3977,0,11.3977,0,0.0594223,0.19163,3.00161,3.00161,0,1,12.0544,12.0779,10.0608,0.00408475,0.00408475,0.00408475,0.00204237,0.0081695
241,44339.6,1.35938,1.58266,0.01711,0.99999,11.4139,0.70105,0.57641,0.64032,0.4381,1.29292,1.36135,0.02037,0,0,11.4139,0,11.4139,0,0.0595032,0.192379,3.00161,3.00161,0,1,12.0808,12.0842,10.0769,0.00406,0.00406,0.00406,0.00203,0.00812
242,44523.2,1.36235,1.59495,0.0171,1.00004,11.3896,0.70503,0.5755,0.64076,0.43855,1.29233,1.36023,0.02036,0,0,11.3896,0,11.3896,0,0.0593761,0.191043,3.00161,3.00161,0,1,12.0511,12.065,10.0528,0.00403525,0.00403525,0.00403525,0.00201762,0.0080705
243,44707.6,1.36012,1.58536,0.01716,1.00002,11.3891,0.70188,0.57783,0.6409,0.43867,1.2922,1.3585,0.02036,0,0,11.3891,0,11.3891,0,0.0593824,0.191744,3.00161,3.00161,0,1,12.0329,12.0653,10.0691,0.0040105,0.0040105,0.0040105,0.00200525,0.008021
244,44890.4,1.3604,1.58935,0.01716,1.00008,11.3691,0.70446,0.57683,0.64125,0.43928,1.29242,1.35699,0.02037,0,0,11.3691,0,11.3691,0,0.0592694,0.19109,3.00161,3.00161,0,1,12.0157,12.0588,10.0328,0.00398575,0.00398575,0.00398575,0.00199287,0.0079715
245,45076.1,1.35303,1.58655,0.01702,1.00002,11.3542,0.70792,0.57573,0.64173,0.43925,1.29228,1.3562,0.02037,0,0,11.3541,0,11.3541,0,0.0591959,0.191548,3.00161,3.00161,0,1,12.015,12.0292,10.0182,0.003961,0.003961,0.003961,0.0019805,0.007922
246,45260.1,1.35928,1.58289,0.01709,0.99991,11.3775,0.70355,0.57733,0.64139,0.4396,1.29201,1.35512,0.02038,0,0,11.3775,0,11.3775,0,0.0593213,0.191783,3.00161,3.00161,0,1,12.0215,12.0481,10.0628,0.00393625,0.00393625,0.00393625,0.00196812,0.0078725
247,45444,1.35509,1.5902,0.01703,1.00004,11.3839,0.70304,0.57717,0.64168,0.43964,1.29157,1.35385,0.02037,0,0,11.3839,0,11.3839,0,0.0593473,0.191516,3.00161,3.00161,0,1,12.0358,12.059,10.0569,0.0039115,0.0039115,0.0039115,0.00195575,0.007823
248,45628.8,1.3606,1.58662,0.01707,0.9999,11.3693,0.70438,0.57732,0.64222,0.44,1.2908,1.35353,0.02035,0,0,11.3693,0,11.3693,0,0.0592741,0.191049,3.00161,3.00161,0,1,12.0183,12.0465,10.043,0.00388675,0.00388675,0.00388675,0.00194337,0.0077735
249,45813,1.35034,1.5719,0.017,1.00019,11.3907,0.70429,0.57839,0.64289,0.44065,1.29001,1.35268,0.02033,0,0,11.3906,0,11.3906,0,0.0593823,0.192961,3.00161,3.00161,0,1,12.0367,12.0687,10.0665,0.003862,0.003862,0.003862,0.001931,0.007724
