epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,train/foundation_p3_loss,train/foundation_p4_loss,train/foundation_p5_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
339,62856.5,1.28482,1.43169,0.01581,1.00003,10.7175,0.71684,0.59943,0.66658,0.46346,1.26948,1.29665,0.01984,0,0,10.7175,0,10.7175,0,0.0558762,0.189477,3.00161,3.00161,0,1,11.3199,11.3859,9.44673,0.0016345,0.0016345,0.0016345,0.00081725,0.003269
340,63058.4,1.28726,1.42278,0.01577,0.99985,10.7021,0.72206,0.59823,0.66716,0.464,1.26945,1.29601,0.01984,0,0,10.7021,0,10.7021,0,0.0557942,0.189492,3.00161,3.00161,0,1,11.3069,11.3834,9.41599,0.00160975,0.00160975,0.00160975,0.000804875,0.0032195
341,63256.2,1.2779,1.41252,0.01569,1.00011,10.7114,0.72411,0.59907,0.66737,0.4641,1.26943,1.29561,0.01984,0,0,10.7114,0,10.7114,0,0.055843,0.191001,3.00161,3.00161,0,1,11.3039,11.3995,9.43087,0.001585,0.001585,0.001585,0.0007925,0.00317
342,63454.8,1.28036,1.40902,0.0157,0.99999,10.666,0.72499,0.59855,0.66731,0.46383,1.26883,1.29625,0.01982,0,0,10.666,0,10.666,0,0.0556049,0.190124,3.00161,3.00161,0,1,11.2614,11.3531,9.38369,0.00156025,0.00156025,0.00156025,0.000780125,0.0031205
343,63653.5,1.27567,1.40623,0.01571,1.00009,10.6891,0.72553,0.59866,0.66723,0.46376,1.26945,1.29512,0.01983,0,0,10.6891,0,10.6891,0,0.0557238,0.190985,3.00161,3.00161,0,1,11.2839,11.3574,9.42603,0.0015355,0.0015355,0.0015355,0.00076775,0.003071
344,63852.2,1.27822,1.40592,0.01568,0.99986,10.6551,0.72243,0.60028,0.66761,0.46427,1.26919,1.29464,0.01982,0,0,10.6551,0,10.6551,0,0.0555463,0.190219,3.00161,3.00161,0,1,11.2494,11.3406,9.37529,0.00151075,0.00151075,0.00151075,0.000755375,0.0030215
345,64047.4,1.28341,1.41288,0.01575,1.00017,10.7004,0.72508,0.5999,0.66791,0.46432,1.26894,1.29454,0.01981,0,0,10.7004,0,10.7004,0,0.0557842,0.189984,3.00161,3.00161,0,1,11.3178,11.3756,9.40769,0.001486,0.001486,0.001486,0.000743,0.002972
346,64243.2,1.27656,1.40244,0.01567,0.99978,10.6736,0.72483,0.60209,0.66827,0.46487,1.26915,1.29307,0.01982,0,0,10.6736,0,10.6736,0,0.0556447,0.190633,3.00161,3.00161,0,1,11.262,11.3468,9.41193,0.00146125,0.00146125,0.00146125,0.000730625,0.0029225
347,64440,1.26747,1.40241,0.01562,1.00001,10.6389,0.72356,0.60292,0.66838,0.46507,1.2693,1.29273,0.01982,0,0,10.6389,0,10.6389,0,0.0554656,0.190633,3.00161,3.00161,0,1,11.2441,11.3169,9.35565,0.0014365,0.0014365,0.0014365,0.00071825,0.002873
348,64636.4,1.28514,1.40691,0.01564,1.00008,10.6346,0.72607,0.60211,0.66848,0.46537,1.26891,1.29341,0.01981,0,0,10.6346,0,10.6346,0,0.0554416,0.189028,3.00161,3.00161,0,1,11.24,11.3096,9.35409,0.00141175,0.00141175,0.00141175,0.000705875,0.0028235
349,64832.5,1.27806,1.39813,0.01566,1.00001,10.6551,0.72543,0.60138,0.66842,0.46576,1.26963,1.2916,0.01983,0,0,10.6551,0,10.6551,0,0.0555501,0.190436,3.00161,3.00161,0,1,11.2668,11.3297,9.36878,0.001387,0.001387,0.001387,0.0006935,0.002774
350,65035.9,1.27697,1.39297,0.01566,1.00001,10.6335,0.72948,0.59879,0.6688,0.46599,1.26899,1.29177,0.01981,0,0,10.6335,0,10.6335,0,0.0554362,0.190361,3.00161,3.00161,0,1,11.2302,11.3146,9.35577,0.00136225,0.00136225,0.00136225,0.000681125,0.0027245
351,65231.6,1.28092,1.40901,0.01562,0.99992,10.6408,0.732,0.59761,0.66895,0.46611,1.26878,1.29121,0.01981,0,0,10.6408,0,10.6408,0,0.0554748,0.189069,3.00161,3.00161,0,1,11.2421,11.3203,9.35993,0.0013375,0.0013375,0.0013375,0.00066875,0.002675
352,65427,1.26466,1.38832,0.01561,1.00013,10.6191,0.73065,0.59815,0.66908,0.46622,1.26886,1.29089,0.0198,0,0,10.6191,0,10.6191,0,0.0553598,0.191108,3.00161,3.00161,0,1,11.2094,11.2965,9.35151,0.00131275,0.00131275,0.00131275,0.000656375,0.0026255
353,65622.2,1.27446,1.39123,0.0156,0.99989,10.6152,0.72989,0.59912,0.66966,0.46672,1.26836,1.29063,0.01979,0,0,10.6152,0,10.6152,0,0.055343,0.190151,3.00161,3.00161,0,1,11.2072,11.289,9.34954,0.001288,0.001288,0.001288,0.000644,0.002576
354,65817.9,1.26836,1.39647,0.01553,1.00007,10.5972,0.72429,0.60195,0.66993,0.46697,1.26818,1.29055,0.01978,0,0,10.5972,0,10.5972,0,0.0552464,0.189803,3.00161,3.00161,0,1,11.1865,11.2685,9.33639,0.00126325,0.00126325,0.00126325,0.000631625,0.0025265
355,66014.3,1.27142,1.38516,0.01554,0.99991,10.5999,0.72547,0.6015,0.67013,0.46725,1.26816,1.29001,0.01978,0,0,10.5999,0,10.5999,0,0.0552592,0.190348,3.00161,3.00161,0,1,11.1892,11.2808,9.32972,0.0012385,0.0012385,0.0012385,0.00061925,0.002477
356,66209.2,1.26994,1.38565,0.01554,1.00015,10.5798,0.72893,0.60142,0.67061,0.46749,1.2684,1.28901,0.01978,0,0,10.5797,0,10.5797,0,0.0551558,0.190025,3.00161,3.00161,0,1,11.1676,11.2619,9.30968,0.00121375,0.00121375,0.00121375,0.000606875,0.0024275
357,66403.5,1.26636,1.38463,0.01546,0.99997,10.5902,0.73862,0.59911,0.67094,0.46769,1.26831,1.2883,0.01979,0,0,10.5902,0,10.5902,0,0.0552324,0.190481,3.00161,3.00161,0,1,11.1875,11.2599,9.32319,0.001189,0.001189,0.001189,0.0005945,0.002378
358,66597.2,1.26473,1.38082,0.01548,0.99993,10.5791,0.73589,0.60097,0.67097,0.4678,1.26852,1.28803,0.01979,0,0,10.5791,0,10.5791,0,0.0551534,0.190627,3.00161,3.00161,0,1,11.1735,11.2577,9.3062,0.00116425,0.00116425,0.00116425,0.000582125,0.0023285
359,66790.8,1.26866,1.38154,0.0155,0.9999,10.5527,0.74085,0.59828,0.67103,0.46792,1.2686,1.28755,0.01978,0,0,10.5527,0,10.5527,0,0.0550181,0.189776,3.00161,3.00161,0,1,11.1369,11.2236,9.29747,0.0011395,0.0011395,0.0011395,0.00056975,0.002279
360,66985.3,1.26213,1.37967,0.01542,1.00016,10.5437,0.74295,0.59659,0.67146,0.46809,1.26885,1.28695,0.01979,0,0,10.5437,0,10.5437,0,0.054967,0.18993,3.00161,3.00161,0,1,11.1265,11.2269,9.27774,0.00111475,0.00111475,0.00111475,0.000557375,0.0022295
361,67178.8,1.26194,1.37515,0.01544,0.99998,10.5289,0.74039,0.59878,0.67204,0.46837,1.26895,1.28651,0.01979,0,0,10.5289,0,10.5289,0,0.054893,0.190073,3.00161,3.00161,0,1,11.1102,11.2067,9.26974,0.00109,0.00109,0.00109,0.000545,0.00218
362,67374,1.26867,1.37785,0.01543,1.00001,10.5058,0.74151,0.59873,0.67252,0.4687,1.26814,1.28728,0.01977,0,0,10.5058,0,10.5058,0,0.0547704,0.188912,3.00161,3.00161,0,1,11.0972,11.1739,9.2464,0.00106525,0.00106525,0.00106525,0.000532625,0.0021305
363,67571.6,1.26625,1.37854,0.01542,0.99992,10.5333,0.7397,0.59875,0.67262,0.46902,1.26812,1.28682,0.01977,0,0,10.5333,0,10.5333,0,0.0549148,0.189601,3.00161,3.00161,0,1,11.1152,11.2206,9.26398,0.0010405,0.0010405,0.0010405,0.00052025,0.002081
364,67765.4,1.26106,1.37277,0.01536,0.99995,10.5069,0.7374,0.59909,0.67254,0.46911,1.26863,1.28599,0.01978,0,0,10.5069,0,10.5069,0,0.0547781,0.189789,3.00161,3.00161,0,1,11.0931,11.1752,9.25227,0.00101575,0.00101575,0.00101575,0.000507875,0.0020315
365,67960.5,1.26355,1.3671,0.01541,1.00014,10.4946,0.73821,0.6008,0.67306,0.46933,1.26857,1.28641,0.01978,0,0,10.4946,0,10.4946,0,0.0547135,0.18962,3.00161,3.00161,0,1,11.0754,11.1719,9.23647,0.000991,0.000991,0.000991,0.0004955,0.001982
366,68153.1,1.26077,1.36601,0.01547,1.00002,10.5127,0.73808,0.6006,0.67319,0.46937,1.26873,1.28561,0.01978,0,0,10.5127,0,10.5127,0,0.0548065,0.190202,3.00161,3.00161,0,1,11.1015,11.1822,9.25439,0.00096625,0.00096625,0.00096625,0.000483125,0.0019325
367,68350.9,1.2633,1.36298,0.01529,1,10.4792,0.73828,0.60103,0.67335,0.46956,1.26882,1.28447,0.01979,0,0,10.4792,0,10.4792,0,0.0546314,0.189528,3.00161,3.00161,0,1,11.0612,11.1583,9.21801,0.0009415,0.0009415,0.0009415,0.00047075,0.001883
368,68548,1.25778,1.36139,0.01535,1.00001,10.4725,0.73507,0.60154,0.6735,0.46979,1.26874,1.28423,0.01979,0,0,10.4725,0,10.4725,0,0.0545967,0.189785,3.00161,3.00161,0,1,11.0703,11.1268,9.22057,0.00091675,0.00091675,0.00091675,0.000458375,0.0018335
369,68746.3,1.24799,1.35127,0.01528,0.99994,10.4794,0.73623,0.60057,0.67356,0.46982,1.26867,1.28394,0.01978,0,0,10.4794,0,10.4794,0,0.0546394,0.1913,3.00161,3.00161,0,1,11.0673,11.1669,9.20409,0.000892,0.000892,0.000892,0.000446,0.001784
370,68942.4,1.25464,1.36519,0.01534,0.99998,10.4669,0.73801,0.59947,0.67358,0.46986,1.26897,1.28273,0.01979,0,0,10.4669,0,10.4669,0,0.0545692,0.189459,3.00161,3.00161,0,1,11.0463,11.1444,9.21008,0.00086725,0.00086725,0.00086725,0.000433625,0.0017345
371,69140.6,1.26289,1.36532,0.01535,1,10.454,0.73722,0.59966,0.67328,0.46958,1.2688,1.28261,0.01979,0,0,10.454,0,10.454,0,0.0545047,0.188719,3.00161,3.00161,0,1,11.041,11.1329,9.18806,0.0008425,0.0008425,0.0008425,0.00042125,0.001685
372,69339,1.25155,1.3543,0.0153,0.99998,10.4501,0.73839,0.59985,0.67351,0.46962,1.26867,1.28222,0.01979,0,0,10.4501,0,10.4501,0,0.0544783,0.190006,3.00161,3.00161,0,1,11.0347,11.1161,9.19942,0.00081775,0.00081775,0.00081775,0.000408875,0.0016355
373,69536.5,1.25621,1.35347,0.01522,1,10.5055,0.73995,0.59887,0.67361,0.46971,1.26819,1.28271,0.01977,0,0,10.5055,0,10.5055,0,0.0547678,0.19073,3.00161,3.00161,0,1,11.0963,11.1932,9.22697,0.000793,0.000793,0.000793,0.0003965,0.001586
374,69736.1,1.25687,1.3615,0.01528,1.00006,10.453,0.73486,0.60089,0.67376,0.46973,1.26828,1.28208,0.01978,0,0,10.453,0,10.453,0,0.0544947,0.189262,3.00161,3.00161,0,1,11.0277,11.1354,9.19586,0.00076825,0.00076825,0.00076825,0.000384125,0.0015365
375,69934.3,1.24933,1.35215,0.01522,0.99995,10.4624,0.74106,0.59822,0.67411,0.47005,1.26854,1.28129,0.01977,0,0,10.4624,0,10.4624,0,0.0545453,0.190496,3.00161,3.00161,0,1,11.0377,11.1414,9.20821,0.0007435,0.0007435,0.0007435,0.00037175,0.001487
376,70132,1.25442,1.35683,0.01535,0.99996,10.4648,0.73979,0.60018,0.67473,0.47044,1.26811,1.28144,0.01976,0,0,10.4648,0,10.4648,0,0.0545557,0.189627,3.00161,3.00161,0,1,11.038,11.1444,9.21201,0.00071875,0.00071875,0.00071875,0.000359375,0.0014375
377,70330.6,1.2481,1.34863,0.01522,1.00012,10.4281,0.73428,0.60292,0.67521,0.4708,1.26824,1.28044,0.01977,0,0,10.4281,0,10.4281,0,0.0543658,0.189959,3.00161,3.00161,0,1,11.0015,11.1072,9.17567,0.000694,0.000694,0.000694,0.000347,0.001388
378,70527.9,1.25453,1.34888,0.01512,0.99997,10.4138,0.73258,0.60526,0.67512,0.47065,1.26865,1.27949,0.01978,0,0,10.4138,0,10.4138,0,0.0542921,0.189288,3.00161,3.00161,0,1,10.9873,11.0979,9.15614,0.00066925,0.00066925,0.00066925,0.000334625,0.0013385
379,70727,1.24807,1.34511,0.01518,0.99996,10.4023,0.73316,0.60439,0.67529,0.47075,1.26971,1.27779,0.0198,0,0,10.4023,0,10.4023,0,0.0542335,0.189733,3.00161,3.00161,0,1,10.9833,11.0816,9.14206,0.0006445,0.0006445,0.0006445,0.00032225,0.001289
380,70924,1.2495,1.34598,0.01509,0.99997,10.4161,0.72904,0.60657,0.67499,0.47058,1.26995,1.27727,0.01981,0,0,10.4161,0,10.4161,0,0.0543011,0.189771,3.00161,3.00161,0,1,10.9804,11.1057,9.16219,0.00061975,0.00061975,0.00061975,0.000309875,0.0012395
381,71124,1.24285,1.34309,0.01507,1.00001,10.4006,0.73082,0.60645,0.67502,0.47056,1.27015,1.27674,0.01981,0,0,10.4006,0,10.4006,0,0.0542221,0.190078,3.00161,3.00161,0,1,10.9739,11.0743,9.1535,0.000595,0.000595,0.000595,0.0002975,0.00119
382,71321.3,1.2557,1.33772,0.01514,0.99997,10.3855,0.73172,0.60574,0.67514,0.47072,1.27012,1.27599,0.01981,0,0,10.3855,0,10.3855,0,0.0541425,0.189132,3.00161,3.00161,0,1,10.9373,11.0715,9.14756,0.00057025,0.00057025,0.00057025,0.000285125,0.0011405
383,71520,1.24823,1.34224,0.01512,1.00007,10.367,0.7319,0.6053,0.67512,0.47084,1.2709,1.27485,0.01983,0,0,10.367,0,10.367,0,0.0540484,0.188974,3.00161,3.00161,0,1,10.9367,11.0416,9.12276,0.0005455,0.0005455,0.0005455,0.00027275,0.001091
384,71720.4,1.24038,1.33939,0.01515,1.00007,10.3802,0.73711,0.60325,0.6755,0.47109,1.2716,1.27303,0.01984,0,0,10.3802,0,10.3802,0,0.054116,0.189886,3.00161,3.00161,0,1,10.956,11.0588,9.1258,0.00052075,0.00052075,0.00052075,0.000260375,0.0010415
385,71923.7,1.24303,1.33898,0.01504,0.99987,10.3567,0.73499,0.60515,0.67574,0.47125,1.27174,1.27281,0.01984,0,0,10.3567,0,10.3567,0,0.0539911,0.189157,3.00161,3.00161,0,1,10.9198,11.0387,9.11146,0.000496,0.000496,0.000496,0.000248,0.000992
386,72125.3,1.24174,1.33257,0.015,1.0001,10.3536,0.73122,0.60793,0.67566,0.47128,1.27203,1.27192,0.01986,0,0,10.3536,0,10.3536,0,0.0539754,0.189628,3.00161,3.00161,0,1,10.9178,11.0343,9.10873,0.00047125,0.00047125,0.00047125,0.000235625,0.0009425
387,72326.2,1.24848,1.33331,0.015,0.99992,10.401,0.72952,0.60951,0.67523,0.47128,1.27251,1.27099,0.01987,0,0,10.401,0,10.401,0,0.0542269,0.18993,3.00161,3.00161,0,1,10.9867,11.093,9.12329,0.0004465,0.0004465,0.0004465,0.00022325,0.000893
388,72526.9,1.23457,1.32601,0.01501,1.00003,10.3642,0.74,0.60342,0.67555,0.47162,1.27315,1.26932,0.01988,0,0,10.3642,0,10.3642,0,0.0540344,0.190716,3.00161,3.00161,0,1,10.9204,11.0563,9.11589,0.00042175,0.00042175,0.00042175,0.000210875,0.0008435
389,72727.4,1.24241,1.32809,0.01499,1.00007,10.3407,0.7337,0.60698,0.67558,0.47176,1.27356,1.26872,0.01987,0,0,10.3407,0,10.3407,0,0.0539098,0.189456,3.00161,3.00161,0,1,10.9009,11.0287,9.09265,0.000397,0.000397,0.000397,0.0001985,0.000794
390,72932.1,1.23623,1.33629,0.01508,0.99993,10.3603,0.73483,0.607,0.67572,0.47199,1.27384,1.2681,0.01988,0,0,10.3603,0,10.3603,0,0.0540136,0.189562,3.00161,3.00161,0,1,10.942,11.0386,9.10038,0.00037225,0.00037225,0.00037225,0.000186125,0.0007445
391,73144.1,1.2082,1.09604,0.01683,1.00014,10.3839,0.73873,0.60371,0.6762,0.47209,1.27318,1.26865,0.01987,0,0,10.3839,0,10.3839,0,0.0541374,0.211785,3.00161,3.00161,0,1,11.1721,11.0245,8.95515,0.0003475,0.0003475,0.0003475,0.00017375,0.000695
392,73345.1,1.18193,1.04066,0.01632,1.00004,9.70453,0.73639,0.60456,0.67606,0.4722,1.27361,1.26748,0.01987,0,0,9.70452,0,9.70452,0,0.0505935,0.205214,3.00161,3.00161,0,1,10.4216,10.3763,8.31558,0.00032275,0.00032275,0.00032275,0.000161375,0.0006455
393,73547.1,1.1728,1.03228,0.01628,1.00001,9.60909,0.738,0.60447,0.67633,0.47235,1.27361,1.26648,0.01987,0,0,9.60909,0,9.60909,0,0.0500968,0.205,3.00161,3.00161,0,1,10.31,10.2794,8.23789,0.000298,0.000298,0.000298,0.000149,0.000596
394,73747.7,1.16732,1.03478,0.01616,1.00003,9.52679,0.72966,0.60797,0.67646,0.47277,1.27321,1.26659,0.01986,0,0,9.52679,0,9.52679,0,0.0496746,0.203412,3.00161,3.00161,0,1,10.2201,10.2045,8.15576,0.00027325,0.00027325,0.00027325,0.000136625,0.0005465
395,73949.5,1.16429,1.01656,0.01611,0.99992,9.52264,0.72922,0.60934,0.6768,0.47302,1.27358,1.26564,0.01987,0,0,9.52263,0,9.52263,0,0.0496411,0.205185,3.00161,3.00161,0,1,10.2194,10.1873,8.16125,0.0002485,0.0002485,0.0002485,0.00012425,0.000497
396,74149.5,1.1629,1.01792,0.016,1.00005,9.45476,0.7292,0.60863,0.67675,0.47328,1.27403,1.26432,0.01987,0,0,9.45476,0,9.45476,0,0.0492924,0.203546,3.00161,3.00161,0,1,10.1241,10.1374,8.10276,0.00022375,0.00022375,0.00022375,0.000111875,0.0004475
397,74350.8,1.15779,1.00785,0.01599,1.00002,9.42224,0.72716,0.60811,0.67725,0.4735,1.27477,1.26215,0.01988,0,0,9.42224,0,9.42224,0,0.049121,0.204309,3.00161,3.00161,0,1,10.1158,10.0923,8.05859,0.000199,0.000199,0.000199,9.95e-05,0.000398
398,74549,1.15404,1.0098,0.01583,1,9.42551,0.72718,0.60825,0.67752,0.47379,1.27535,1.26077,0.01989,0,0,9.42551,0,9.42551,0,0.0491377,0.204333,3.00161,3.00161,0,1,10.1021,10.1004,8.07399,0.00017425,0.00017425,0.00017425,8.7125e-05,0.0003485
399,74746.4,1.15533,1.00107,0.01578,1.00004,9.37603,0.72771,0.60822,0.67753,0.47387,1.276,1.2598,0.0199,0,0,9.37602,0,9.37602,0,0.04888,0.203894,3.00161,3.00161,0,1,10.0482,10.0532,8.02663,0.0001495,0.0001495,0.0001495,7.475e-05,0.000299
400,74943.1,1.15496,1.00348,0.01578,0.99994,9.36451,0.73292,0.60419,0.67797,0.47392,1.27602,1.25936,0.01989,0,0,9.3645,0,9.3645,0,0.0488158,0.203572,3.00161,3.00161,0,1,10.0411,10.0386,8.01385,0.00012475,0.00012475,0.00012475,6.2375e-05,0.0002495
