epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
53,8488.78,1.51367,2.02876,0.02009,0.99915,0.62655,0.4825,0.53839,0.34144,1.43057,1.63476,0.02342,0,0.008713,0.008713,0.008713,0.0043565,0.017426
54,8659.23,1.51439,2.01609,0.02001,0.99926,0.61479,0.48943,0.54146,0.34412,1.4286,1.62805,0.02337,0,0.00868825,0.00868825,0.00868825,0.00434412,0.0173765
55,8818.92,1.51281,2.02013,0.02005,0.99942,0.60869,0.49089,0.54214,0.34465,1.42348,1.62726,0.02328,0,0.0086635,0.0086635,0.0086635,0.00433175,0.017327
56,8972.4,1.51192,1.99793,0.02009,0.99926,0.60897,0.49416,0.54378,0.34593,1.42136,1.62303,0.02325,0,0.00863875,0.00863875,0.00863875,0.00431938,0.0172775
57,9131.46,1.50298,2.0006,0.01985,0.99925,0.60711,0.49562,0.54446,0.34751,1.41708,1.61804,0.02313,0,0.008614,0.008614,0.008614,0.004307,0.017228
58,9289.85,1.49428,1.99274,0.01984,0.99956,0.61821,0.49695,0.54708,0.34984,1.41454,1.61129,0.02308,0,0.00858925,0.00858925,0.00858925,0.00429463,0.0171785
59,9452.1,1.50834,1.99887,0.01989,0.99927,0.61711,0.4976,0.54906,0.35137,1.41324,1.60709,0.02305,0,0.0085645,0.0085645,0.0085645,0.00428225,0.017129
60,9608.81,1.50946,1.98879,0.01984,0.99946,0.60875,0.50334,0.55077,0.35276,1.41139,1.60369,0.02301,0,0.00853975,0.00853975,0.00853975,0.00426988,0.0170795
61,9761.04,1.50197,1.98184,0.01982,0.99934,0.60497,0.5061,0.55177,0.354,1.41212,1.59707,0.02303,0,0.008515,0.008515,0.008515,0.0042575,0.01703
62,9921.86,1.50485,1.96455,0.01981,0.99958,0.60538,0.50556,0.5527,0.35512,1.41123,1.59228,0.02298,0,0.00849025,0.00849025,0.00849025,0.00424513,0.0169805
63,10073.8,1.49821,1.98148,0.01973,0.99936,0.6021,0.51015,0.55369,0.35609,1.40734,1.59173,0.02289,0,0.0084655,0.0084655,0.0084655,0.00423275,0.016931
64,10232.7,1.50459,1.96574,0.01968,0.99951,0.60371,0.50997,0.55543,0.35772,1.40637,1.58653,0.02287,0,0.00844075,0.00844075,0.00844075,0.00422038,0.0168815
65,10388.8,1.48749,1.95933,0.01968,0.99955,0.60298,0.51333,0.55724,0.35921,1.40435,1.58368,0.02283,0,0.008416,0.008416,0.008416,0.004208,0.016832
66,10543.1,1.49245,1.95876,0.01965,0.99943,0.61189,0.50806,0.55747,0.3599,1.40162,1.58366,0.02278,0,0.00839125,0.00839125,0.00839125,0.00419563,0.0167825
67,10698.9,1.49076,1.95188,0.01969,0.99967,0.61884,0.50789,0.55812,0.36036,1.4,1.58226,0.02275,0,0.0083665,0.0083665,0.0083665,0.00418325,0.016733
68,10847.7,1.48867,1.93976,0.01949,0.99941,0.62931,0.50207,0.55934,0.36126,1.39836,1.58081,0.02271,0,0.00834175,0.00834175,0.00834175,0.00417088,0.0166835
69,11005.5,1.48006,1.94149,0.01954,0.99964,0.62709,0.50501,0.55929,0.36188,1.39611,1.57947,0.02266,0,0.008317,0.008317,0.008317,0.0041585,0.016634
70,11154,1.48244,1.93823,0.01951,0.99958,0.62522,0.50675,0.56045,0.36317,1.3939,1.57868,0.0226,0,0.00829225,0.00829225,0.00829225,0.00414612,0.0165845
71,11303.4,1.48819,1.93295,0.01952,0.99947,0.62679,0.50525,0.56094,0.36428,1.39221,1.57504,0.02256,0,0.0082675,0.0082675,0.0082675,0.00413375,0.016535
72,11452.9,1.47311,1.9298,0.01936,0.99977,0.62411,0.50806,0.56193,0.36496,1.39076,1.57191,0.02253,0,0.00824275,0.00824275,0.00824275,0.00412138,0.0164855
73,11598,1.4855,1.92357,0.01948,0.99949,0.61519,0.51374,0.56334,0.36613,1.38969,1.56898,0.0225,0,0.008218,0.008218,0.008218,0.004109,0.016436
74,11754,1.47848,1.92166,0.01939,0.99976,0.61973,0.51334,0.56493,0.3677,1.38816,1.56546,0.02247,0,0.00819325,0.00819325,0.00819325,0.00409662,0.0163865
75,11902.8,1.48136,1.9203,0.01949,0.99956,0.62003,0.51541,0.56562,0.36776,1.38769,1.56226,0.02246,0,0.0081685,0.0081685,0.0081685,0.00408425,0.016337
76,12058.3,1.48162,1.92223,0.01927,0.99961,0.61487,0.52061,0.5663,0.3683,1.38598,1.56027,0.02243,0,0.00814375,0.00814375,0.00814375,0.00407187,0.0162875
77,12208.3,1.47396,1.90823,0.01929,0.99967,0.62351,0.51547,0.56674,0.36903,1.38548,1.55764,0.02241,0,0.008119,0.008119,0.008119,0.0040595,0.016238
78,12357.6,1.46769,1.89541,0.01927,0.99957,0.62484,0.51627,0.56702,0.36964,1.38432,1.55565,0.0224,0,0.00809425,0.00809425,0.00809425,0.00404712,0.0161885
79,12516.8,1.47203,1.91712,0.01936,0.99973,0.62965,0.51547,0.56766,0.36997,1.3834,1.55446,0.02238,0,0.0080695,0.0080695,0.0080695,0.00403475,0.016139
80,12667.2,1.46783,1.89622,0.01926,0.99985,0.62932,0.51596,0.56821,0.37062,1.38225,1.55256,0.02235,0,0.00804475,0.00804475,0.00804475,0.00402237,0.0160895
81,12820.2,1.47505,1.88569,0.01928,0.99964,0.62655,0.51629,0.569,0.37162,1.3819,1.54975,0.02234,0,0.00802,0.00802,0.00802,0.00401,0.01604
82,12973.8,1.45917,1.89189,0.01925,0.9998,0.6245,0.51873,0.57032,0.37234,1.38036,1.5492,0.0223,0,0.00799525,0.00799525,0.00799525,0.00399763,0.0159905
