layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.25/cv3.1/cv3.1.1/cv3.1.1.1/conv/Conv,Conv,/model.25/cv3.1/cv3.1.1/cv3.1.1.1/conv/Conv_output_0,92.094,16.6986,5.515,17.6,16.3445
/model.11/cv1/act/Mul,Mul,/model.11/cv1/act/Mul_output_0,19.0452,5.438,3.502,68.4,14.9988
/model.11/m.0/m.0.0/mlp/mlp.0/act/Mul,Mul,/model.11/m.0/m.0.0/mlp/mlp.0/act/Mul_output_0,7.745,1.8301,4.232,27.8,14.3341
/model.12/routing/router/router.2/Mul,Mul,/model.12/routing/router/router.2/Mul_output_0,3.122,1.0053,3.106,89.6,14.0642
/model.21/cv2/act/Mul,Mul,/model.21/cv2/act/Mul_output_0,10.6181,2.6856,3.954,32.9,14.0529
/model.25/cv3.2/cv3.2.0/cv3.2.0.1/conv/Conv,Conv,/model.25/cv3.2/cv3.2.0/cv3.2.0.1/conv/Conv_output_0,21.1335,4.3501,4.858,16.4,14.0373
/model.25/cv3.2/cv3.2.1/cv3.2.1.0/conv/Conv,Conv,/model.25/cv3.2/cv3.2.1/cv3.2.1.0/conv/Conv_output_0,18.9256,5.1139,3.701,40.5,13.9361
/model.21/m.0/cv2/act/Mul,Mul,/model.21/m.0/cv2/act/Mul_output_0,12.6924,2.7582,4.602,18.6,13.8228
/model.25/cv3.1/cv3.1.0/cv3.1.0.1/act/Mul,Mul,/model.25/cv3.1/cv3.1.0/cv3.1.0.1/act/Mul_output_0,13.3894,3.6151,3.704,36.0,13.5084
/model.15/Concat,Concat,/model.15/Concat_output_0,9.1835,2.3695,3.876,27.6,13.1073
/model.15/cv1/act/Mul,Mul,/model.15/cv1/act/Mul_output_0,9.1835,2.3175,3.963,24.9,13.0158
/model.2/cv2/act/Mul,Mul,/model.2/cv2/act/Mul_output_0,25.0241,7.7926,3.211,52.3,12.9288
/model.23/Concat,Concat,/model.23/Concat_output_0,16.002,4.2021,3.808,27.1,12.84
/model.6/Mul_3,Mul,/model.6/Mul_3_output_0,4.1158,1.0698,3.847,26.2,12.7957
/model.2/cv1/act/Mul,Mul,/model.2/cv1/act/Mul_output_0,34.7355,9.0683,3.83,25.1,12.676
/model.8/m.1/m.1.0/mlp/mlp.0/act/Mul,Mul,/model.8/m.1/m.1.0/mlp/mlp.0/act/Mul_output_0,7.2268,1.9297,3.745,26.0,12.4421
