layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.24/cv3.2/cv3.2.1/cv3.2.1.1/conv/Conv,Conv,/model.24/cv3.2/cv3.2.1/cv3.2.1.1/conv/Conv_output_0,2.4113,2.1504,1.121,6.2,2.2821
/model.5/routing/router/router.5/Mul,Mul,/model.5/routing/router/router.5/Mul_output_0,1.2463,1.1242,1.109,6.4,2.257
/model.24/cv3.1/cv3.1.1/cv3.1.1.1/conv/Conv,Conv,/model.24/cv3.1/cv3.1.1/cv3.1.1.1/conv/Conv_output_0,2.8722,2.4298,1.182,4.1,2.0046
/model.24/cv3.0/cv3.0.2/Conv,Conv,/model.24/cv3.0/cv3.0.2/Conv_output_0,35.144,23.4679,1.498,1.8,1.7143
/model.5/routing/router/router.4/Mul,Mul,/model.5/routing/router/router.4/Mul_output_0,1.0825,0.8379,1.292,2.5,1.6715
/model.8/routing/router/router.4/Add,Add,/model.8/routing/router/router.4/Add_output_0,1.8549,1.6767,1.106,3.2,1.6432
/model.5/routing/router/router.4/Add,Add,/model.5/routing/router/router.4/Add_output_0,1.5191,1.401,1.084,3.1,1.5667
/model.8/routing/router/router.4/Mul,Mul,/model.8/routing/router/router.4/Mul_output_0,1.1108,0.9363,1.186,2.0,1.3372
/model.24/cv2.2/cv2.2.2/Conv,Conv,/model.24/cv2.2/cv2.2.2/Conv_output_0,1.1469,1.0587,1.083,1.1,0.8616
/model.24/cv3.1/cv3.1.2/Conv,Conv,/model.24/cv3.1/cv3.1.2/Conv_output_0,15.4444,15.1412,1.02,1.0,0.8489
/model.24/cv3.2/cv3.2.2/Conv,Conv,/model.24/cv3.2/cv3.2.2/Conv_output_0,14.0839,13.9735,1.008,1.0,0.8357
/model.8/routing/router/router.6/Conv,Conv,/model.8/routing/router/router.6/Conv_output_0,2.2927,2.2377,1.025,1.0,0.7717
/model.11/routing/router/router.6/Conv,Conv,/model.11/routing/router/router.6/Conv_output_0,3.0531,3.0316,1.007,1.0,0.7686
/model.5/routing/router/router.6/Conv,Conv,/model.5/routing/router/router.6/Conv_output_0,1.5285,1.5007,1.019,1.0,0.7556
/model.24/Mul_2,Mul,/model.24/Mul_2_output_0,641.6884,637.7502,1.006,0.0,0.3233
/model.24/Concat_5,Concat,output0,641.6884,636.6402,1.008,0.0,0.3233
/model.10/m.0/m.0.0/attn/Concat,Concat,/model.10/m.0/m.0.0/attn/Concat_output_0,384.0,383.234,1.002,0.0,0.2977
/model.10/m.0/m.0.1/attn/Concat,Concat,/model.10/m.0/m.0.1/attn/Concat_output_0,384.0,383.234,1.002,0.0,0.2977
/model.10/m.1/m.1.0/attn/Concat,Concat,/model.10/m.1/m.1.0/attn/Concat_output_0,384.0,383.234,1.002,0.0,0.2977
/model.10/m.1/m.1.1/attn/Concat,Concat,/model.10/m.1/m.1.1/attn/Concat_output_0,384.0,383.234,1.002,0.0,0.2977
/model.7/m.0/m.0.0/attn/Concat,Concat,/model.7/m.0/m.0.0/attn/Concat_output_0,192.0,191.618,1.002,0.0,0.2631
/model.7/m.0/m.0.1/attn/Concat,Concat,/model.7/m.0/m.0.1/attn/Concat_output_0,192.0,191.618,1.002,0.0,0.2631
/model.7/m.1/m.1.0/attn/Concat,Concat,/model.7/m.1/m.1.0/attn/Concat_output_0,192.0,191.618,1.002,0.0,0.2631
/model.7/m.1/m.1.1/attn/Concat,Concat,/model.7/m.1/m.1.1/attn/Concat_output_0,192.0,191.618,1.002,0.0,0.2631
/model.24/Add_2,Add,/model.24/Add_2_output_0,160.4221,159.4893,1.006,0.0,0.2542
/model.24/Add_1,Add,/model.24/Add_1_output_0,85.4753,80.8379,1.057,0.0,0.223
/model.24/Concat_4,Concat,/model.24/Concat_4_output_0,80.211,79.7188,1.006,0.0,0.2199
/model.11/Concat,Concat,/model.11/Concat_output_0,37.1554,10.3311,3.596,0.0,0.1821
/model.24/Concat_3,Concat,/model.24/Concat_3_output_0,35.144,21.9847,1.599,0.0,0.1794
/model.8/Concat,Concat,/model.8/Concat_output_0,15.3599,6.4062,2.398,0.0,0.1397
